pdwrk,agea,gndr,agepnt,ttminpnt,acchome,chldo12,hhlio12,marsts,domicil,hinctnta,health,hlthhmp,ipadvnt,hincfel,sclact,ipcrtiv,ipmodst,hincsrca,mnactp
1,60,1,87,30,1,3,2,66,4,7,2,3,3,1,3,2,2,1,1
1,37,2,64,10,1,2,9,66,3,7,2,3,3,2,2,1,1,1,1
1,54,2,80,45,1,1,2,66,4,8,2,3,5,1,2,3,2,1,1
1,49,1,81,15,1,1,1,66,2,10,2,3,2,1,5,2,3,2,66
1,47,2,75,10,1,0,6,4,5,10,2,3,3,1,3,2,1,1,66
1,21,1,41,60,1,0,6,6,2,7,2,3,1,1,4,2,6,1,66
1,41,1,68,300,1,0,6,66,1,77,2,3,8,2,2,3,8,2,66
1,53,1,85,60,1,0,6,4,3,5,2,3,4,2,2,4,1,1,66
1,58,1,84,60,1,2,1,66,3,10,2,3,3,2,2,2,3,1,66
0,63,2,89,10,1,1,2,5,4,5,3,1,6,2,1,1,2,4,66
1,44,2,78,3,1,1,1,66,4,7,1,3,3,1,3,1,5,1,66
0,59,2,666,6666,1,3,2,66,4,3,3,1,3,3,1,3,3,4,66
1,31,1,888,10,1,0,6,66,3,8,2,3,1,2,2,4,3,1,66
1,52,2,78,600,1,2,2,4,4,9,2,3,2,1,4,2,4,2,66
1,49,2,76,120,1,1,1,6,4,2,2,3,4,2,2,1,5,1,66
0,21,1,50,6666,1,0,6,6,4,6,1,3,4,2,3,2,3,1,66
0,65,1,90,25,1,1,2,66,4,77,3,2,4,2,2,1,2,1,1
0,65,2,666,6666,1,0,6,6,3,5,2,2,4,1,4,3,1,4,66
1,38,1,74,15,1,0,6,6,4,8,1,3,2,1,3,2,3,1,66
0,20,1,49,6666,1,0,6,6,4,8,1,3,2,1,3,2,2,1,66
1,57,2,84,30,1,1,1,66,1,9,2,1,4,1,2,3,2,1,66
1,48,2,79,10,1,2,1,4,4,5,1,3,3,3,4,3,2,1,66
1,35,2,64,25,1,0,6,6,4,4,2,3,6,1,2,2,2,1,66
1,54,2,80,90,1,4,2,6,2,8,3,3,3,1,3,1,4,1,1
1,39,1,67,20,1,1,1,6,3,8,2,3,5,2,3,3,2,1,66
0,19,1,46,6666,1,0,6,6,3,88,1,3,3,1,2,1,2,1,66
1,37,1,58,8888,1,0,6,6,1,3,2,3,4,2,3,2,2,1,66
1,36,1,61,30,1,0,6,6,3,5,2,2,3,2,4,2,3,1,66
1,19,1,50,45,1,0,6,6,2,7,3,2,5,2,3,4,4,1,66
1,40,2,70,1200,1,0,6,66,1,8,2,3,3,2,4,1,3,1,66
0,62,2,82,40,1,0,6,66,1,8,2,3,5,1,3,2,3,4,66
1,34,1,61,1440,1,0,6,66,1,6,2,3,5,3,3,3,2,1,66
1,60,2,79,15,1,1,2,66,2,7,3,3,4,1,3,1,3,1,66
1,20,2,54,6666,1,0,6,6,4,5,2,3,2,2,2,3,5,77,66
1,44,1,73,120,1,2,1,66,4,8,2,3,5,1,3,1,3,1,66
1,28,1,48,480,1,0,6,66,1,4,2,3,4,2,2,2,4,1,66
0,64,1,666,6666,1,0,6,66,1,10,1,3,5,1,4,2,2,4,66
1,24,2,43,6666,1,0,6,6,3,8,1,3,1,3,4,1,5,1,66
1,36,2,74,15,1,0,6,6,4,3,2,3,2,4,2,1,2,1,66
1,39,2,69,10,1,0,6,6,5,8,2,3,3,2,2,1,2,1,66
0,18,2,49,6666,1,0,6,6,1,88,1,3,1,1,3,1,2,2,66
1,60,1,666,6666,1,2,2,66,4,9,3,2,6,1,3,2,3,1,66
1,32,1,50,90,1,0,6,3,4,88,1,3,3,3,2,3,3,1,66
1,28,1,55,6666,1,0,6,6,4,2,2,3,4,1,2,2,5,1,66
0,53,1,666,6666,1,3,2,4,3,7,4,1,3,1,3,2,2,1,66
1,55,1,666,6666,1,3,1,66,4,5,3,2,6,3,1,6,5,1,66
1,48,1,73,10,1,2,1,66,3,9,2,3,3,2,3,2,4,1,66
1,43,2,78,300,1,2,2,4,1,5,2,3,5,2,3,4,3,1,66
1,32,1,60,15,1,0,6,66,4,8,2,3,2,2,1,5,2,1,66
0,52,1,72,6666,1,3,2,6,4,4,3,2,5,2,2,3,2,6,66
1,44,1,72,25,1,2,1,66,4,7,2,2,6,3,1,2,1,1,66
1,45,2,71,5,1,2,1,6,4,6,2,3,3,3,3,2,3,1,66
1,59,1,666,6666,1,2,1,66,1,9,3,3,5,2,3,3,1,1,66
1,50,1,82,60,1,2,1,66,5,9,1,3,4,1,4,4,2,1,66
0,52,2,666,6666,1,2,1,4,3,2,3,3,4,2,5,1,1,1,66
1,47,1,72,20,1,6,1,4,3,6,2,3,2,1,4,2,1,1,66
1,56,1,81,2,1,0,6,66,4,7,2,3,2,1,3,1,2,2,8
1,39,2,69,45,1,0,6,4,2,5,2,2,3,1,4,1,2,1,66
0,20,1,49,6666,1,0,6,6,3,10,1,3,5,1,3,3,1,1,66
1,29,2,58,15,1,0,6,6,2,6,3,3,4,2,2,1,2,1,66
1,59,1,80,75,1,1,1,66,4,9,2,3,4,1,2,1,1,1,66
1,57,1,81,15,1,3,2,4,3,4,2,3,3,2,3,3,5,1,66
1,34,2,75,5,1,0,6,66,4,4,2,3,3,2,3,3,2,1,66
1,44,2,65,480,1,2,2,66,2,6,1,3,6,4,3,2,3,1,66
0,60,2,666,6666,1,2,2,66,3,8,2,2,6,3,4,2,1,4,66
0,57,1,666,6666,0,0,6,6,1,88,4,1,2,4,1,1,2,5,66
0,54,1,666,6666,1,0,6,6,4,2,5,1,1,3,5,1,1,8,66
1,50,2,666,6666,1,1,1,6,4,5,2,2,3,2,4,2,3,1,66
1,47,1,73,30,1,2,1,66,4,10,2,3,3,1,3,2,4,1,66
0,30,1,64,10,1,0,6,66,4,7,3,2,3,2,2,4,2,1,66
0,18,1,40,6666,1,0,6,6,1,3,1,3,5,2,3,2,2,1,66
1,40,1,59,960,1,0,6,66,3,6,2,3,5,3,2,3,3,1,66
1,30,1,58,8,1,0,6,6,4,9,2,3,4,1,4,3,2,1,66
1,19,1,37,6666,1,0,6,6,1,3,3,3,1,2,1,2,5,1,66
1,58,2,666,6666,1,0,6,6,3,9,2,2,3,1,3,2,2,1,66
1,39,1,666,6666,1,0,6,66,2,77,2,3,3,1,5,1,6,1,66
0,64,1,87,15,1,3,2,66,4,7,2,2,5,1,3,3,3,4,8
0,19,2,43,6666,1,0,6,6,3,7,2,3,5,1,3,5,2,1,66
1,42,1,79,90,1,1,1,6,3,7,1,2,2,1,5,2,2,1,66
0,51,2,74,6666,1,1,2,4,4,2,4,1,6,2,3,5,2,6,66
0,19,1,52,6666,1,0,6,6,3,88,2,3,2,1,3,3,4,2,66
1,29,2,63,20,1,0,6,6,3,5,2,3,5,2,1,5,2,1,66
1,38,1,60,30,1,0,6,6,3,5,1,3,2,1,5,2,2,1,66
0,20,2,42,6666,1,0,6,6,1,88,2,3,2,2,4,2,3,1,66
1,37,2,64,15,1,0,6,6,3,8,2,3,3,2,2,2,5,1,66
1,40,2,60,810,1,0,6,66,4,8,1,3,4,1,1,3,2,1,66
0,61,2,666,6666,1,2,2,66,1,77,2,2,5,2,2,3,1,1,66
0,35,2,666,6666,0,77,6,1,7,77,3,3,1,8,8,8,7,88,66
0,45,1,79,20,1,0,6,6,2,8,3,1,2,3,2,1,2,5,66
1,55,2,666,6666,1,4,2,66,4,5,2,2,4,1,1,3,2,1,66
0,19,1,49,6666,1,0,6,6,4,88,1,3,2,1,2,2,3,1,66
0,52,2,666,6666,1,3,1,66,3,77,3,3,5,3,2,3,1,1,66
1,49,2,71,10,1,3,2,66,3,6,1,3,6,2,2,6,3,1,66
1,36,2,61,30,1,0,6,6,4,6,2,3,3,1,2,3,2,1,66
1,52,1,666,6666,0,3,1,66,3,7,1,3,1,2,3,1,1,1,66
0,34,2,68,45,1,0,6,6,4,7,1,3,2,1,4,1,3,1,66
0,22,1,888,30,1,0,6,6,4,88,1,3,2,8,3,2,2,88,66
1,28,1,53,10,1,0,6,6,4,9,2,3,2,2,5,2,2,2,66
1,25,2,57,40,1,0,6,6,3,8,2,3,5,2,2,3,4,1,66
0,22,1,53,6666,1,0,6,6,4,88,2,3,3,1,2,3,1,1,66
1,60,1,89,2,1,2,1,66,3,7,2,3,4,2,4,4,2,1,66
1,32,2,57,0,1,0,6,6,4,4,2,3,5,2,2,3,4,1,66
1,26,1,62,25,1,0,6,6,3,8,1,3,3,1,3,3,3,2,66
1,28,1,58,55,1,0,6,6,1,9,1,3,4,2,3,4,2,1,66
1,55,1,666,6666,1,1,1,66,4,6,2,3,5,2,5,4,3,1,66
0,20,2,50,6666,1,0,6,6,3,6,2,3,1,1,4,2,2,1,66
1,22,2,50,6666,1,0,6,6,3,9,2,2,2,1,3,1,3,7,66
1,28,2,66,5,1,0,6,66,3,4,1,3,5,1,2,3,1,1,66
1,54,2,666,6666,1,1,2,6,1,6,3,2,4,2,4,1,1,1,66
1,26,1,50,6666,1,0,6,6,5,4,1,3,3,1,3,3,2,1,66
1,50,1,78,10,1,4,2,66,3,7,1,3,1,4,2,1,1,1,66
0,54,2,67,25,1,3,2,66,1,77,3,1,6,2,2,4,1,1,66
0,20,1,65,6666,1,0,6,6,3,5,1,3,2,2,4,4,5,6,66
1,27,1,55,6666,1,0,6,6,3,10,1,3,5,1,3,1,6,1,66
0,64,2,666,6666,1,1,2,66,4,7,2,3,4,1,3,4,2,4,66
0,21,1,57,6666,1,0,6,6,3,5,2,3,2,2,3,1,2,1,66
1,53,1,76,60,1,1,2,4,3,8,2,3,3,2,2,5,3,1,66
1,46,1,74,5,1,0,6,6,4,6,2,2,5,2,2,2,2,1,66
1,46,2,777,20,1,3,1,66,4,77,1,3,3,2,2,3,2,1,66
1,31,1,67,2,1,0,6,6,1,10,2,3,1,2,4,1,1,7,66
0,48,2,72,30,1,2,1,6,3,1,2,3,5,2,1,3,2,1,66
0,58,1,78,60,1,0,6,66,1,4,2,2,6,2,4,3,5,4,66
1,37,2,69,45,1,0,6,6,2,9,1,3,3,1,4,4,2,1,66
0,47,2,74,600,1,0,6,66,3,4,1,3,5,2,4,4,1,1,66
0,55,2,76,120,1,4,1,66,1,77,2,3,5,2,3,4,4,6,66
1,44,1,82,40,1,0,6,6,3,6,2,3,4,1,3,4,2,1,66
1,33,2,63,10,1,0,6,6,4,3,1,3,3,2,3,3,2,1,66
1,27,2,64,25,1,0,6,66,1,6,3,3,5,1,2,3,1,1,66
1,40,2,70,5,1,1,1,4,4,8,2,3,5,2,3,2,2,1,66
1,22,2,51,45,1,0,6,6,3,4,2,3,2,2,3,3,2,1,66
1,24,1,54,6666,1,0,6,6,4,4,1,3,2,1,3,3,2,1,66
1,36,2,60,3,1,1,1,6,4,7,3,2,5,2,2,2,2,1,66
0,22,2,50,6666,1,0,6,6,2,10,1,2,2,1,3,1,1,1,66
1,59,1,666,6666,0,3,6,4,3,2,3,3,3,3,1,1,2,1,66
0,23,1,50,6666,1,0,6,6,4,7,2,3,3,1,2,2,3,1,66
0,54,2,76,45,1,0,6,6,3,3,2,3,5,2,2,3,2,1,66
1,43,2,71,1,1,1,1,66,4,9,1,3,4,1,3,3,3,1,1
0,48,2,72,3,1,1,1,66,3,9,3,2,5,1,2,1,1,2,66
0,19,1,48,6666,1,0,6,6,1,5,1,3,2,2,4,2,2,1,66
0,64,1,666,6666,1,1,2,66,3,77,4,1,5,2,3,1,2,77,66
1,40,2,67,22,1,0,6,4,4,5,1,3,2,2,5,1,2,1,66
1,41,1,75,55,1,0,6,66,4,8,2,3,3,2,1,1,3,1,66
0,20,2,44,6666,1,0,6,6,3,88,3,2,1,1,1,2,1,1,66
1,58,2,83,25,1,1,2,66,4,4,1,3,4,3,4,3,3,1,66
1,53,2,666,6666,1,0,6,66,4,6,2,3,2,3,2,1,1,1,66
1,35,2,64,10,1,0,6,6,4,8,3,2,5,2,3,3,2,1,66
1,46,1,80,6666,1,1,2,6,3,4,2,3,5,3,3,3,3,4,66
1,26,2,53,20,1,0,6,6,4,8,2,2,4,1,3,3,2,1,66
1,44,1,85,10,1,1,1,66,4,9,2,3,4,1,3,2,3,1,66
0,19,2,52,6666,1,0,6,6,4,88,2,3,5,1,3,2,3,1,66
1,34,2,74,4320,1,0,6,66,4,1,2,3,4,4,1,2,5,1,66
0,47,2,79,5,1,2,1,66,4,6,3,1,5,2,3,2,2,1,66
1,40,1,666,6666,1,0,6,66,3,9,2,3,2,1,3,3,2,1,66
1,29,1,62,10,1,0,6,6,4,4,1,3,1,3,3,1,1,1,66
0,65,2,666,6666,1,2,2,66,4,7,1,3,4,1,3,3,2,4,66
1,39,1,62,10,1,0,6,6,3,3,1,3,5,2,4,3,2,1,66
1,28,2,888,15,1,0,6,6,3,2,1,3,1,2,1,1,4,2,66
0,33,1,59,20,1,0,6,66,4,6,2,3,6,3,2,4,3,1,66
0,61,2,90,35,1,2,1,5,4,2,2,1,5,2,1,3,4,4,66
1,44,1,65,1,1,0,6,66,4,6,2,3,3,2,2,3,2,1,66
1,46,1,73,1440,1,3,1,66,3,4,1,3,3,2,2,2,2,1,66
1,41,2,72,1800,1,1,1,66,3,9,2,3,5,1,3,4,4,1,1
0,48,2,77,20,1,2,1,6,4,2,2,3,5,3,4,3,2,5,66
1,30,2,60,25,1,0,6,6,5,4,2,3,5,2,2,1,1,8,66
1,52,2,77,30,1,1,1,66,4,5,2,3,4,2,3,3,3,1,66
1,25,2,63,300,1,0,6,6,3,7,1,3,5,1,3,2,3,1,66
1,62,1,666,6666,1,2,2,4,3,8,2,3,3,1,2,1,4,1,66
0,53,2,74,5,1,3,2,66,4,7,3,2,6,1,4,3,3,1,66
1,61,2,666,6666,1,3,2,66,4,2,2,3,5,1,4,2,2,2,1
1,59,2,666,6666,1,0,6,66,4,7,2,2,2,1,3,2,4,1,66
1,59,1,87,90,1,2,1,66,3,9,3,3,5,2,2,3,2,1,66
1,55,1,81,30,1,2,2,66,1,10,2,3,2,1,4,2,2,1,66
0,18,1,49,6666,1,0,6,6,5,3,1,2,3,1,3,2,2,1,66
1,51,1,77,45,1,2,2,4,2,8,2,3,2,1,4,2,3,1,66
0,62,1,666,6666,1,2,1,4,2,7,3,3,5,2,1,5,2,4,66
1,39,1,68,15,1,0,6,6,3,7,2,3,3,1,2,3,2,1,66
1,26,1,59,6666,1,0,6,6,5,88,1,3,4,1,1,2,2,88,66
1,54,2,87,15,1,2,1,66,4,10,1,3,5,1,3,4,2,1,66
1,57,1,90,5,1,2,1,66,4,7,1,3,3,1,4,2,4,1,1
1,49,1,81,15,1,3,1,66,4,8,3,1,3,1,4,2,5,1,66
0,65,1,666,6666,1,3,1,66,4,8,3,3,5,1,2,3,1,4,66
0,18,2,49,6666,1,0,6,6,1,5,2,3,2,1,3,3,5,6,66
1,46,1,73,10,1,0,6,66,4,7,2,3,2,1,3,2,2,1,66
1,45,1,78,90,1,0,6,66,1,7,2,3,2,1,2,3,2,1,66
0,64,2,666,6666,1,2,2,66,4,7,5,1,1,2,1,1,1,4,66
1,48,1,68,30,1,1,1,66,4,7,2,3,4,1,1,3,2,1,66
0,22,2,53,6666,1,0,6,6,2,88,2,3,4,1,2,2,2,1,66
0,30,2,888,8888,1,0,6,6,4,2,2,3,5,2,2,2,1,5,66
1,43,1,69,30,1,1,1,66,3,9,2,3,5,2,2,3,2,1,66
1,43,2,69,15,1,0,6,6,3,8,2,2,2,1,4,2,1,1,1
0,46,2,72,1440,1,0,6,66,3,88,3,2,4,4,1,4,2,1,66
1,59,2,90,15,1,1,2,66,3,5,2,3,4,2,4,4,2,1,66
0,60,2,86,35,1,3,2,4,4,3,2,2,5,4,1,1,2,6,66
0,19,1,45,6666,1,0,6,6,4,5,3,3,4,3,4,1,3,2,66
1,48,2,75,15,1,0,6,6,1,8,2,3,5,1,3,2,2,1,66
1,30,1,54,660,1,0,6,66,1,4,1,3,5,3,2,5,2,1,8
1,19,2,48,6666,1,0,6,6,4,88,2,3,3,3,3,3,5,88,66
1,59,1,86,30,1,0,6,66,5,7,2,3,3,1,2,2,2,1,66
1,51,2,71,105,1,2,1,66,3,10,1,2,4,1,3,2,4,1,66
1,41,1,666,6666,1,0,6,66,3,77,2,3,5,2,3,2,2,1,1
1,31,1,888,24,1,0,6,6,3,7,2,2,4,2,2,2,3,1,66
1,34,1,63,5,1,0,6,66,4,88,2,3,3,2,4,4,1,1,66
1,49,1,74,60,1,0,6,66,3,9,2,3,4,1,3,3,3,1,66
1,34,2,62,75,1,0,6,4,4,8,2,3,5,2,3,3,2,1,66
1,56,1,75,30,1,1,2,4,3,5,3,3,3,2,2,5,3,1,66
1,23,1,52,20,1,0,6,6,4,3,1,3,1,2,3,1,2,1,66
1,22,1,55,30,1,0,6,6,4,10,2,3,3,2,3,3,2,1,66
1,28,1,58,10,1,0,6,6,3,9,1,3,3,1,3,3,3,1,66
1,36,1,62,30,1,0,6,6,4,7,1,3,6,1,2,2,3,1,66
0,19,1,46,6666,1,0,6,6,4,5,2,2,5,3,2,4,2,1,66
1,45,1,81,15,1,0,6,66,3,5,2,3,5,3,3,3,1,1,66
1,42,1,66,1,1,0,6,6,4,7,3,2,6,1,1,2,5,1,66
0,60,1,79,7,1,2,2,66,4,8,2,2,2,1,3,2,2,4,66
1,61,2,90,120,1,2,2,66,4,6,4,2,5,3,2,2,2,1,1
1,56,2,81,45,1,2,2,4,3,7,4,1,6,1,3,3,1,2,66
1,41,2,74,35,1,1,1,66,3,8,1,3,1,1,3,2,2,1,66
1,58,2,90,15,1,0,6,66,4,10,2,3,4,1,3,6,2,1,6
1,50,2,666,6666,1,2,1,66,4,7,2,3,4,1,2,3,2,1,66
1,28,1,63,6,1,0,6,6,2,5,2,2,1,1,2,2,2,1,66
0,62,2,666,6666,1,1,2,6,2,1,2,3,3,1,3,2,2,4,66
1,27,1,57,30,1,0,6,6,1,8,3,2,3,1,3,2,3,1,66
1,57,1,85,5,1,1,2,66,2,7,2,3,6,1,3,2,2,1,66
0,61,2,90,165,1,3,2,4,2,3,4,1,6,3,2,2,1,6,66
1,49,2,84,20,1,2,1,66,4,77,2,3,6,2,2,6,3,1,66
1,36,1,62,25,1,0,6,6,4,9,1,3,2,1,4,2,2,1,66
1,44,2,66,2,1,1,1,4,1,88,3,3,6,3,2,2,1,77,66
1,51,2,76,60,1,3,1,4,1,7,2,3,3,2,4,2,3,1,66
0,23,2,55,6666,1,0,6,6,4,6,2,3,3,2,3,3,2,1,66
1,28,1,66,30,1,0,6,6,3,7,1,3,2,1,3,2,1,1,66
0,57,2,666,6666,1,2,2,4,3,2,3,1,1,4,1,5,2,5,66
0,27,1,55,30,1,0,6,6,1,4,2,3,3,2,2,2,3,5,66
0,38,2,73,10,1,3,1,66,3,5,2,3,5,3,5,1,2,1,66
0,52,2,72,60,1,6,1,6,4,10,3,2,3,3,2,1,1,6,66
0,65,1,90,150,1,4,2,4,3,7,2,2,5,2,4,2,2,4,6
1,52,1,85,40,1,2,1,66,4,10,2,3,5,1,3,3,2,1,66
0,21,2,888,6666,1,0,6,6,4,88,2,2,4,1,3,5,1,1,66
0,20,1,53,6666,1,0,6,6,2,88,1,3,1,1,2,2,3,1,66
0,59,1,90,10,1,1,1,4,3,7,4,2,4,2,3,2,2,1,66
1,26,1,52,10,1,0,6,6,5,10,1,3,3,1,4,1,4,1,66
0,65,2,666,6666,1,1,2,66,4,8,2,3,6,1,3,5,2,4,66
1,46,2,82,15,1,1,1,66,2,9,3,3,6,1,2,1,2,1,66
1,35,1,72,6666,1,0,6,66,4,5,2,3,3,2,3,3,4,1,66
1,59,2,79,5,1,0,6,4,1,3,2,3,5,2,3,1,1,1,66
1,29,1,55,2,1,0,6,6,4,2,3,2,5,3,3,4,4,3,66
0,62,1,666,6666,1,2,2,4,3,7,2,3,3,1,4,3,1,4,66
1,39,2,64,20,1,1,1,66,3,9,1,3,2,1,3,2,3,1,1
1,53,1,84,2,1,2,1,66,5,8,2,3,4,1,3,3,3,1,66
1,27,1,58,5,1,0,6,66,4,6,2,3,3,2,4,3,2,1,66
1,31,2,72,840,1,0,6,6,1,8,2,3,4,1,3,4,2,1,66
1,22,1,47,6666,1,0,6,6,4,10,2,3,2,2,3,3,3,1,66
1,37,2,67,420,1,0,6,66,1,8,1,3,5,1,3,3,2,1,66
1,39,1,66,20,1,2,1,66,4,10,2,3,6,1,1,4,3,1,1
0,22,2,61,6666,1,0,6,6,4,10,2,3,3,2,3,5,1,1,66
0,52,2,80,5,1,1,2,66,3,5,3,2,6,2,2,1,1,4,6
1,54,1,81,10,1,2,1,66,3,10,2,3,1,1,2,1,1,1,66
1,57,2,90,45,1,6,2,66,4,10,1,3,3,1,3,2,3,2,66
1,39,1,60,30,1,0,6,6,3,4,2,3,2,1,3,1,2,2,66
0,53,1,666,6666,1,3,1,66,1,6,2,2,6,2,2,6,1,6,66
1,40,1,76,45,1,0,6,66,2,9,1,3,3,1,2,1,3,1,66
1,30,1,62,80,1,0,6,66,4,7,3,3,6,2,2,3,2,1,66
1,51,1,71,360,1,0,6,4,1,2,2,3,6,3,3,1,1,2,66
1,52,2,75,60,1,0,6,66,4,2,3,2,3,1,2,2,5,1,66
1,21,2,43,6666,1,0,6,6,1,10,2,3,5,1,3,2,2,8,66
1,37,2,666,6666,1,1,1,66,4,2,3,2,6,1,1,1,2,2,66
0,24,1,51,6666,1,0,6,6,3,7,1,3,4,1,2,1,2,1,66
0,22,1,51,6666,1,0,6,6,4,10,3,3,1,1,4,2,1,1,66
1,45,1,69,10,1,0,6,6,4,7,4,2,4,1,3,4,2,1,66
1,25,1,51,6666,1,0,6,6,4,8,1,3,5,1,3,1,3,1,66
0,65,2,666,6666,1,3,2,66,4,8,2,3,5,1,2,1,2,4,66
1,44,2,67,40,1,1,1,6,4,8,2,3,3,1,4,1,3,1,66
1,35,1,58,60,1,0,6,66,4,7,4,2,5,1,3,2,4,2,66
1,28,2,57,6666,0,0,6,6,3,88,1,3,3,1,5,2,4,1,66
1,47,2,76,3,1,2,1,4,3,7,3,1,4,2,4,3,2,2,66
0,60,2,78,10,1,1,2,66,4,5,3,3,5,3,4,2,2,4,66
1,51,2,74,45,1,2,1,4,4,5,1,3,4,2,1,2,3,1,66
1,18,1,40,6666,1,0,6,6,3,2,2,3,1,1,3,3,3,1,66
0,30,2,70,6666,1,77,6,6,1,88,2,3,2,3,3,2,3,5,66
1,44,1,71,10,1,0,6,6,5,10,1,2,3,1,3,2,3,7,1
1,36,1,71,20,1,0,6,66,1,3,4,2,2,2,2,2,2,1,66
1,47,1,72,60,1,0,6,4,4,7,2,3,5,2,4,3,4,1,66
1,22,1,43,6666,1,0,6,6,2,3,3,2,2,1,3,2,2,2,66
1,62,2,666,6666,1,2,2,66,3,5,2,3,2,2,2,4,1,2,66
1,46,1,75,5,1,2,1,66,4,9,1,3,2,1,3,3,2,1,66
1,48,1,666,6666,1,2,1,66,4,10,2,3,5,1,3,3,3,1,66
0,19,2,37,6666,1,0,6,6,3,8,3,2,4,1,3,4,2,1,66
1,58,2,87,15,1,0,6,6,3,77,2,3,4,2,1,3,3,2,66
1,39,2,67,15,1,0,6,66,4,8,2,3,2,2,4,3,4,1,66
1,32,2,67,15,1,0,6,66,4,7,2,3,4,2,4,4,2,1,66
0,65,2,88,30,1,1,2,4,2,2,4,2,3,2,3,4,3,6,66
0,24,1,55,6666,1,0,6,6,4,7,1,3,1,2,1,2,1,1,66
1,26,1,59,6666,1,0,6,6,2,88,2,3,2,2,3,1,1,1,66
1,24,1,40,15,1,0,6,6,3,6,2,3,2,3,1,3,3,1,66
0,18,2,50,6666,1,0,6,6,4,88,2,3,3,2,4,2,3,1,66
1,36,1,64,6666,1,0,6,6,4,88,2,3,2,1,3,3,3,1,66
1,58,1,666,6666,1,2,1,66,1,10,2,3,4,1,4,2,4,1,66
1,53,1,77,60,1,3,1,66,4,10,2,3,4,1,2,2,3,2,1
1,55,2,90,7,1,2,1,3,4,8,2,2,4,1,2,1,3,1,66
1,40,1,666,6666,1,0,6,66,4,7,2,3,4,1,3,2,2,1,1
1,53,1,666,6666,1,2,1,66,4,5,3,2,4,2,3,2,5,1,66
1,48,2,69,5,1,3,1,66,4,8,3,3,5,1,2,3,3,1,1
1,52,2,82,10,1,2,1,66,3,10,1,3,4,1,3,5,2,2,66
1,38,1,67,5,1,0,6,66,4,8,3,2,4,2,5,3,4,1,66
1,36,2,777,5,1,0,6,66,4,77,2,3,5,2,4,3,3,2,66
1,30,2,888,60,1,0,6,6,1,7,2,2,3,2,3,2,2,1,66
1,53,2,666,6666,1,2,1,6,3,5,2,3,4,3,3,2,1,1,66
0,39,1,64,60,1,0,6,4,3,1,2,1,6,3,1,1,2,5,66
0,57,2,90,6666,1,2,2,4,4,5,4,1,5,2,2,3,3,7,66
1,40,1,63,5,1,2,1,6,4,8,2,3,2,2,3,2,3,1,1
0,54,2,86,120,1,4,1,66,1,88,5,1,5,2,2,2,1,1,66
1,35,1,57,45,1,0,6,6,4,7,1,3,4,2,3,1,2,1,66
0,23,1,52,6666,1,0,6,6,1,9,2,2,3,1,2,1,3,1,66
1,60,1,89,25,1,0,6,6,4,8,2,3,4,1,2,4,2,1,66
0,49,2,90,2,1,4,2,66,3,8,1,3,5,1,1,2,2,1,66
1,47,1,666,6666,1,2,2,66,3,5,2,2,1,3,3,1,2,1,8
0,20,2,52,6666,1,0,6,6,2,88,4,3,4,1,4,2,1,1,66
1,33,1,58,3,1,0,6,66,5,8,2,3,5,2,2,3,2,1,8
0,20,1,50,6666,1,0,6,6,4,7,1,3,2,1,3,2,2,1,66
1,23,2,53,6666,1,0,6,6,4,77,2,3,4,1,1,5,1,1,66
1,63,2,90,90,1,2,2,66,5,9,2,3,4,1,3,2,1,1,66
1,60,2,83,15,1,1,2,4,4,10,2,3,5,1,2,3,2,1,66
1,29,2,62,10,1,0,6,6,3,10,2,3,3,2,1,3,1,2,66
0,60,2,666,6666,1,0,6,66,4,77,2,3,6,1,2,3,2,4,6
0,22,2,56,6666,1,0,6,6,2,3,2,3,3,1,3,3,2,1,66
1,55,2,81,60,1,2,1,4,4,6,5,1,4,3,3,1,3,1,66
1,57,1,84,10,1,2,2,5,5,1,2,2,3,1,2,2,2,3,66
0,32,2,58,540,1,0,6,66,3,2,2,3,5,3,2,3,1,6,66
0,47,2,72,1200,1,2,1,66,1,5,3,3,5,2,3,1,1,1,66
0,65,2,666,6666,1,1,2,66,4,2,2,3,4,2,2,3,4,4,66
0,57,2,666,6666,1,1,2,4,3,77,3,1,1,2,5,1,1,4,66
1,29,2,58,30,1,0,6,6,4,8,2,3,4,1,3,3,3,1,66
1,61,1,666,6666,1,1,1,4,4,10,2,3,4,1,4,2,2,1,66
0,19,2,45,6666,1,77,6,6,4,88,2,3,3,2,4,1,3,88,66
0,48,2,72,20,1,2,1,4,4,1,5,1,5,3,1,2,1,5,66
1,42,1,67,20,1,0,6,6,4,4,3,2,2,2,4,1,3,1,66
0,63,2,666,6666,1,1,1,66,4,6,2,2,4,2,3,1,2,4,66
1,45,1,76,1,0,0,6,4,4,4,2,3,3,1,3,2,3,1,66
1,52,1,79,480,1,0,6,6,1,7,2,3,5,2,3,3,1,1,66
1,52,2,76,5,1,2,1,66,4,8,2,3,6,2,2,4,3,1,66
0,64,1,666,6666,1,0,6,6,4,3,2,3,5,3,2,1,5,4,66
1,56,2,81,10,1,1,2,66,4,5,2,3,3,2,3,2,2,1,5
1,44,2,63,0,1,2,2,66,4,7,2,2,1,2,4,1,2,1,66
1,52,2,73,6666,1,1,2,4,1,5,2,3,5,1,3,3,3,1,66
0,63,2,666,6666,1,1,2,66,4,2,3,2,2,2,3,1,2,4,66
1,42,2,83,5,1,1,1,6,4,5,1,2,3,3,2,2,3,1,66
