pdwrk,agea,gndr,agepnt,ttminpnt,acchome,chldo12,hhlio12,marsts,domicil,hinctnta,health,hlthhmp,ipadvnt,hincfel,sclact,ipcrtiv,ipmodst,hincsrca,mnactp
1,33,1,59,15,1,0,6,66,3,5,1,3,4,2,3,2,2,2,66
1,60,2,666,6666,1,1,2,4,1,77,2,2,3,3,2,1,5,1,66
0,62,2,666,6666,1,2,2,66,3,8,1,3,2,1,2,1,1,1,66
1,43,1,76,5,1,0,6,6,2,77,1,3,3,2,3,2,3,1,66
0,21,1,65,6666,1,0,6,6,2,77,1,3,3,4,2,2,4,5,66
1,37,1,76,20,1,0,6,4,4,77,1,3,5,2,3,1,2,1,66
0,59,1,666,6666,1,2,2,66,3,5,2,3,5,4,3,5,3,4,66
0,32,2,65,90,1,0,6,6,1,77,3,2,4,7,5,2,1,4,66
0,65,1,666,6666,1,2,2,5,1,77,2,3,3,2,1,5,4,4,66
1,46,1,72,5,1,0,6,66,3,77,2,3,5,2,3,2,2,2,66
1,33,2,52,60,1,0,6,66,3,77,1,3,2,2,3,1,4,1,66
0,61,2,666,6666,0,2,2,5,1,5,3,3,5,3,2,4,1,4,66
1,34,1,888,15,1,0,6,6,3,77,1,3,1,2,3,1,3,1,66
1,46,2,666,6666,1,2,1,66,4,4,1,3,5,1,3,3,5,2,66
0,56,2,79,10,1,2,2,66,3,77,2,2,6,2,2,2,3,4,66
1,60,1,666,6666,1,2,2,66,1,5,2,3,4,4,3,1,2,1,66
1,42,1,82,6666,0,0,6,6,1,3,2,3,5,2,2,3,3,1,66
1,28,1,50,8888,1,0,6,6,1,77,1,3,2,2,2,1,2,1,66
1,38,1,65,3,1,0,6,66,4,88,1,3,1,3,3,1,4,3,66
1,43,1,74,540,1,0,6,66,3,6,3,3,4,1,3,6,2,1,66
0,32,2,73,6666,1,0,6,6,3,5,2,3,4,3,3,2,3,4,66
1,52,2,666,6666,1,2,2,66,4,7,2,3,5,2,2,5,2,1,66
0,35,2,70,60,1,0,6,66,1,77,1,3,3,2,3,2,4,1,66
1,39,1,59,30,1,0,6,66,4,77,2,3,5,1,3,8,4,1,8
0,51,1,666,6666,1,0,6,4,1,77,2,3,4,3,4,3,5,4,66
0,57,1,666,6666,0,0,6,6,1,3,2,3,4,2,4,4,4,4,66
1,36,1,58,60,1,0,6,66,1,8,1,3,2,2,4,4,2,2,66
1,37,2,64,10,1,0,6,66,1,77,1,3,4,3,3,4,4,2,66
1,31,1,666,6666,0,0,6,6,4,4,1,3,3,1,3,3,2,1,66
1,39,2,83,60,1,0,6,66,2,5,1,1,2,1,3,1,2,1,66
1,49,1,666,6666,1,2,1,66,3,1,2,3,4,3,3,2,3,1,66
0,36,1,61,6666,1,0,6,6,1,88,1,3,1,3,3,1,2,4,66
1,46,1,66,240,1,0,6,4,1,5,2,3,3,2,5,3,2,1,66
1,56,2,85,150,1,2,1,4,1,77,2,3,4,3,3,3,4,1,66
0,45,2,75,300,1,0,6,5,1,2,2,3,5,4,1,3,3,4,66
0,21,1,51,240,1,0,6,6,2,9,1,3,4,3,3,3,3,8,66
1,44,1,666,6666,1,0,6,6,1,5,2,3,4,2,1,4,4,1,66
1,62,1,666,6666,1,2,2,66,2,77,2,3,1,2,3,7,2,2,66
1,64,2,666,6666,1,0,6,6,1,77,2,3,2,2,3,2,2,1,66
1,37,2,63,15,1,1,1,66,1,77,1,3,3,3,3,2,3,1,66
1,47,1,67,15,1,0,6,66,1,77,1,3,3,2,2,3,2,2,66
1,47,1,78,60,1,0,6,66,1,77,2,3,2,2,2,3,3,1,66
1,47,1,75,180,1,2,1,66,1,77,2,3,2,2,3,2,2,1,66
1,59,1,80,30,1,2,2,66,1,77,2,3,2,3,3,2,2,1,66
1,64,1,666,6666,1,2,2,66,1,77,1,3,2,2,4,2,4,2,66
1,61,1,666,6666,1,1,2,66,1,77,3,3,2,2,2,3,2,2,66
1,52,1,78,180,1,2,1,66,1,77,2,3,3,3,3,2,2,1,66
0,47,2,78,6666,1,0,6,6,1,77,2,3,3,3,2,4,4,4,66
1,40,2,65,20,1,0,6,66,1,77,1,3,3,3,2,2,4,1,66
1,62,1,666,6666,1,1,1,66,1,7,2,3,5,3,2,3,3,1,66
1,49,1,75,60,1,2,1,66,3,2,2,3,5,2,3,2,1,1,66
0,27,2,64,360,1,0,6,6,1,77,1,3,3,3,3,3,2,8,66
0,64,2,666,6666,1,2,2,66,1,77,2,3,3,2,4,2,3,4,66
1,64,1,666,6666,1,2,2,66,1,77,2,3,3,3,3,2,5,2,66
1,26,1,62,25,1,0,6,6,2,77,1,3,2,3,3,1,1,1,66
0,18,2,62,6666,1,77,6,6,1,88,1,3,3,3,7,2,4,1,66
0,18,1,50,6666,1,0,6,6,3,88,1,3,5,1,4,3,2,4,66
1,41,1,65,3,1,0,6,66,3,7,1,3,6,2,3,3,3,1,1
1,41,2,60,20,1,0,6,66,3,7,1,3,4,2,3,4,2,1,66
0,39,2,71,15,1,0,6,66,2,77,1,3,5,2,2,3,2,1,66
1,47,2,75,6666,1,2,1,66,4,77,1,3,6,1,2,4,2,1,66
0,57,1,666,6666,1,2,2,66,2,88,3,2,2,2,3,4,3,1,66
1,38,2,66,10,1,0,6,66,4,9,2,3,5,1,3,4,2,1,66
1,46,1,74,5,1,2,1,66,3,7,2,3,3,2,3,2,2,1,66
1,29,1,61,6666,1,0,6,6,4,77,1,3,6,2,3,3,5,1,66
0,54,2,82,10,1,2,1,66,4,2,3,3,6,2,1,4,2,1,66
1,47,2,73,15,1,3,1,66,2,88,2,3,6,1,1,3,1,1,66
0,60,1,666,6666,0,0,6,3,4,3,3,3,5,2,1,3,4,4,66
1,54,1,75,6666,1,0,6,6,4,77,1,3,4,1,3,2,1,77,66
0,64,2,666,6666,1,1,2,4,3,77,4,2,6,3,3,2,2,4,66
0,21,1,53,6666,1,0,6,6,3,6,1,3,2,1,3,4,2,1,66
1,26,1,50,6666,1,0,6,6,4,88,1,3,4,2,3,3,4,1,66
0,60,2,666,6666,1,1,2,6,3,77,1,3,2,1,4,1,5,4,66
1,60,1,666,6666,1,1,2,66,3,77,1,3,6,2,2,1,1,1,66
1,29,2,65,30,1,0,6,66,4,8,2,3,3,1,3,2,2,1,66
0,63,1,666,6666,1,2,1,3,3,10,3,2,5,2,4,2,2,4,66
1,34,1,62,6666,1,0,6,6,2,10,2,3,3,1,3,2,4,1,66
0,22,1,57,900,1,2,1,6,4,3,1,3,1,1,2,2,3,1,66
0,64,1,666,6666,1,1,2,66,3,3,3,2,2,2,3,2,2,4,66
1,30,2,54,15,1,0,6,66,4,5,1,3,5,2,2,3,1,1,66
1,36,1,66,6666,1,0,6,6,2,88,1,3,5,1,3,4,3,1,66
1,41,2,63,720,1,0,6,66,2,77,1,3,2,1,4,2,2,1,66
0,65,2,666,6666,1,2,2,4,4,77,3,3,3,2,3,4,4,4,66
0,25,2,53,6666,1,0,6,6,4,3,1,3,5,2,3,1,1,4,66
1,23,2,63,6666,1,0,6,6,2,10,1,3,1,1,4,1,1,1,66
1,25,2,48,5,1,0,6,6,4,3,2,3,5,3,1,2,2,2,66
1,20,2,47,6666,1,1,1,6,4,5,3,3,6,2,3,2,2,4,66
1,36,1,60,6666,1,0,6,6,4,88,2,3,4,2,3,2,4,1,66
1,33,2,57,120,1,0,6,6,4,77,2,3,2,1,2,2,2,1,66
0,42,2,77,2,1,1,1,66,4,5,1,3,5,2,3,2,1,1,66
1,48,2,71,20,1,1,1,66,1,77,2,3,5,2,3,2,2,1,66
0,20,2,45,30,1,0,6,66,4,88,1,3,2,4,3,2,4,5,66
1,37,2,58,10,1,0,6,66,4,6,1,3,2,1,4,1,2,1,66
1,30,2,59,0,1,0,6,6,1,5,1,3,5,1,4,3,2,1,66
1,24,1,55,6666,1,0,6,6,1,3,1,3,5,4,3,2,5,1,66
1,50,1,76,20,1,0,6,6,4,2,2,3,5,2,8,2,4,1,66
0,65,1,666,6666,1,4,2,66,4,5,3,3,5,2,3,2,5,4,66
1,36,1,74,6666,1,77,6,6,4,4,1,3,5,2,2,3,2,3,66
1,56,1,666,6666,1,3,2,66,1,7,2,3,5,2,4,5,5,1,66
1,45,1,70,5,1,2,1,66,3,88,1,3,1,2,4,1,2,88,66
1,48,2,69,5,1,2,1,66,1,10,2,3,6,1,2,2,4,1,66
0,56,2,666,6666,1,2,1,66,1,5,3,3,5,3,3,2,3,4,66
1,37,2,58,900,1,0,6,6,1,5,2,3,5,3,3,3,3,1,66
1,41,2,77,10,0,0,6,6,1,77,1,3,2,1,3,2,2,1,66
0,24,1,52,1,1,0,6,6,1,1,1,3,3,2,5,3,6,6,8
0,63,2,86,6666,1,2,2,3,1,2,3,2,5,2,2,5,2,4,66
1,28,2,56,15,1,0,6,77,1,77,1,3,5,1,3,3,4,1,66
1,59,1,666,6666,1,3,2,66,4,77,3,3,6,4,5,1,1,1,66
1,61,1,83,60,1,3,2,66,1,7,3,3,5,2,3,2,5,1,66
1,64,1,666,6666,1,2,2,66,3,9,3,3,2,1,4,2,3,1,66
1,45,1,72,3,0,3,2,3,4,10,3,3,4,3,2,3,4,1,66
1,32,1,72,6666,1,0,6,6,4,6,2,3,5,2,2,4,3,4,66
0,58,2,666,6666,0,4,2,4,4,77,4,2,5,4,2,5,2,8,66
1,44,2,73,6666,1,0,6,6,4,77,2,3,3,1,3,3,3,1,66
1,57,1,82,25,1,3,1,66,1,7,1,3,1,1,2,2,3,1,66
1,47,1,71,5,1,1,2,1,3,3,1,3,5,2,2,1,4,1,3
1,52,1,72,10,1,2,1,66,4,6,1,3,5,1,2,1,2,1,66
1,39,2,64,5,1,0,6,66,3,8,3,3,3,2,5,1,3,1,66
1,56,1,83,15,1,3,1,66,3,8,1,3,5,2,2,2,4,1,66
1,59,2,81,90,1,1,1,4,3,3,2,3,2,3,1,1,5,1,66
0,21,2,47,6666,1,0,6,6,4,10,1,3,4,1,3,2,3,1,66
0,22,2,56,6666,1,0,6,6,3,88,1,3,2,2,4,2,2,1,66
1,42,1,75,15,1,3,1,66,3,8,2,3,4,2,3,4,5,1,66
1,39,1,60,2,1,0,6,6,4,77,1,3,3,2,3,3,3,1,66
0,57,1,666,6666,0,0,6,4,4,2,1,3,5,3,1,5,2,8,66
1,40,2,66,120,1,0,6,66,2,9,2,3,5,1,3,3,3,1,1
1,52,1,87,2,1,2,1,66,3,6,1,3,5,2,3,3,2,2,66
0,25,2,42,5,1,0,6,6,1,4,5,3,5,2,4,2,2,1,66
0,63,2,666,6666,1,2,2,66,4,3,2,3,5,3,3,1,2,4,66
1,56,2,78,6666,1,0,6,6,4,88,1,3,2,2,3,2,2,1,66
1,41,1,666,6666,1,0,6,66,1,77,2,3,4,2,8,4,4,1,66
1,48,2,76,210,1,1,1,66,1,8,3,3,2,2,2,3,3,1,66
1,48,1,70,6666,1,2,1,66,1,9,1,3,5,1,4,3,4,1,66
0,19,2,41,6666,1,0,6,6,4,10,1,3,3,1,3,3,2,1,66
1,61,1,666,6666,1,2,2,66,1,88,4,2,5,2,3,3,2,1,66
1,31,1,57,1,1,0,6,66,4,4,1,3,3,2,3,2,2,2,66
1,39,1,71,6666,1,0,6,6,4,88,1,3,3,2,3,2,2,2,66
1,33,1,57,6666,1,0,6,6,2,10,2,3,5,1,2,4,4,1,66
1,27,1,63,6666,0,0,6,6,3,3,1,3,1,1,5,1,1,1,66
0,20,1,65,6666,1,0,6,6,4,88,1,3,3,7,3,3,4,1,66
1,45,1,64,1,1,2,1,66,4,5,1,3,3,2,3,2,2,1,66
1,48,2,76,240,1,2,1,66,1,5,3,3,5,2,1,3,4,1,66
1,34,1,56,6666,1,0,6,6,4,77,2,3,3,1,3,6,4,1,66
1,37,2,60,10,1,0,6,66,1,77,1,3,5,1,3,2,2,1,66
1,33,1,67,6666,1,0,6,6,4,4,1,3,2,2,2,1,2,1,66
0,63,1,666,6666,1,2,2,66,4,77,3,2,5,2,5,3,2,1,66
0,62,2,88,60,0,2,2,66,3,77,1,3,5,2,2,2,2,77,66
0,54,2,666,6666,1,1,1,66,3,4,2,3,5,2,2,2,1,1,66
0,29,2,60,300,1,0,6,6,3,4,2,3,6,2,3,2,2,1,66
0,23,2,55,6666,1,0,6,6,3,77,2,3,4,1,4,3,2,1,66
1,58,1,666,6666,1,2,2,66,1,77,3,2,5,2,3,4,3,1,66
1,52,2,77,300,1,2,1,66,2,8,1,3,6,2,1,5,5,1,6
0,45,1,73,6666,1,0,6,6,1,77,2,3,5,2,2,5,3,1,66
0,63,2,666,6666,1,2,2,66,4,77,3,1,5,2,2,3,2,4,66
1,41,1,67,35,1,0,6,66,1,10,2,2,2,2,2,3,5,1,66
0,28,2,64,60,1,0,6,66,3,8,2,3,5,1,3,5,2,1,66
1,39,2,64,5,1,0,6,6,1,3,3,3,5,2,3,3,4,1,66
1,31,2,55,5,1,0,6,66,4,8,1,3,5,1,4,4,3,1,66
0,27,1,51,6666,1,0,6,6,3,6,1,3,6,1,3,5,2,1,66
1,32,2,58,15,1,0,6,6,3,77,1,3,1,3,3,1,1,1,66
1,47,1,76,30,1,1,1,66,1,7,3,3,5,2,3,1,5,1,66
0,63,2,666,6666,0,3,2,66,1,4,1,2,6,2,2,1,5,4,66
1,39,1,73,60,1,6,2,3,1,77,1,3,5,2,3,2,1,1,66
1,35,1,69,6666,1,0,6,3,1,77,2,3,3,1,3,3,3,1,66
0,57,2,81,20,1,3,2,66,4,4,1,2,5,2,2,4,3,4,66
1,49,1,75,15,1,1,1,66,4,10,1,3,6,1,3,2,3,1,66
1,33,2,58,1,1,0,6,66,4,8,1,3,5,1,4,2,2,1,66
1,38,1,61,10,1,0,6,66,2,9,3,3,3,2,2,3,5,1,66
1,21,1,49,6666,1,0,6,6,4,9,2,3,4,2,3,4,2,1,66
0,48,2,666,6666,1,0,6,6,1,77,2,2,3,3,3,4,4,6,66
1,61,1,85,60,1,2,1,66,1,9,2,3,5,2,3,2,2,1,66
1,21,1,77,6666,1,77,6,6,2,5,3,3,2,3,2,1,2,1,66
1,28,1,53,35,1,0,6,6,1,6,1,3,5,2,2,4,6,1,66
1,48,1,73,40,1,2,1,66,2,7,1,3,2,2,3,3,3,1,66
1,62,2,82,2,1,1,2,3,2,3,2,2,4,2,1,5,6,1,66
1,44,1,74,5,0,0,6,6,4,77,3,3,5,2,2,5,5,3,66
0,39,1,62,6666,1,0,6,6,1,77,4,2,2,7,3,3,2,1,66
1,65,1,666,6666,0,2,2,3,2,77,2,3,2,2,3,2,2,1,66
1,38,2,63,10,1,0,6,66,3,5,2,3,3,2,2,2,2,1,66
1,59,1,666,6666,1,3,2,66,3,77,2,3,6,2,3,2,3,1,66
0,22,2,50,360,1,0,6,66,4,8,1,3,8,1,1,5,3,1,66
0,50,2,74,30,1,3,1,66,4,3,3,2,5,2,1,6,2,1,66
1,20,2,54,6666,1,0,6,6,4,8,1,3,5,1,2,3,3,1,66
0,50,2,81,10,1,3,2,66,4,77,3,1,3,2,2,3,3,1,66
0,23,1,55,6666,1,0,6,6,1,9,1,3,3,1,3,2,2,1,66
1,48,1,72,10,1,1,1,66,4,8,1,3,5,2,3,4,4,1,66
0,57,1,666,6666,1,2,1,66,4,3,3,2,5,2,2,4,2,4,66
1,33,2,61,10,1,0,6,66,1,77,1,3,4,1,3,3,3,1,66
1,20,1,43,6666,1,0,6,6,4,88,2,3,2,2,3,2,2,1,66
1,63,1,666,6666,1,1,1,66,4,7,2,3,5,2,2,2,3,1,66
1,55,2,85,30,1,3,2,66,2,5,1,3,6,2,3,3,2,3,66
0,39,2,70,150,1,0,6,66,1,5,1,3,5,2,2,2,6,1,66
1,42,2,62,390,1,1,1,3,1,6,4,2,2,2,2,1,4,1,66
1,41,1,66,10,1,2,1,66,1,77,3,2,5,3,4,2,2,1,66
0,57,1,666,6666,0,1,1,66,2,6,1,3,5,2,3,2,2,1,66
1,47,2,72,15,1,2,1,66,4,6,1,3,5,2,3,4,2,1,66
1,44,2,61,15,1,2,1,66,3,7,2,3,3,3,5,3,3,1,66
1,50,2,666,6666,1,2,2,66,4,3,3,2,5,2,2,4,5,1,66
0,26,1,57,6666,1,0,6,6,3,7,3,3,2,1,3,2,2,8,66
1,50,2,72,60,1,0,6,66,3,8,3,3,5,1,3,3,5,1,66
0,25,2,52,6666,1,0,6,6,3,6,1,3,4,1,3,2,3,1,66
0,54,2,77,210,1,2,2,4,3,1,2,7,6,2,3,3,1,4,66
1,31,1,54,6666,1,0,6,6,4,77,2,3,3,1,3,1,6,1,66
0,18,2,50,6666,1,0,6,6,2,88,2,3,3,1,3,2,2,77,66
1,52,1,76,30,1,0,6,6,4,2,3,3,4,2,2,3,2,88,66
0,24,2,47,6666,1,88,6,6,4,10,1,3,3,1,3,2,2,1,66
0,31,1,666,6666,1,0,6,6,1,77,1,3,4,2,3,4,5,8,66
1,38,1,63,10,1,0,6,6,1,7,1,3,6,2,2,4,3,1,66
0,19,2,49,6666,1,0,6,6,4,4,1,3,5,1,2,3,3,4,66
1,42,1,666,6666,1,0,6,66,3,10,2,3,3,1,2,2,2,1,66
1,46,2,73,5,1,1,1,66,4,8,3,2,6,2,3,5,2,1,66
1,27,1,66,20,1,0,6,66,4,2,1,3,5,2,3,1,5,1,66
1,41,2,62,10,1,2,1,66,4,9,1,3,6,1,3,6,1,1,66
1,52,2,666,6666,1,4,1,66,2,7,2,2,5,3,2,2,2,1,66
1,45,1,68,5,1,2,1,66,4,3,2,3,4,2,2,4,5,1,66
1,58,1,666,6666,1,1,2,1,4,77,2,2,5,7,3,2,2,77,66
1,43,2,79,15,1,1,1,3,1,5,1,3,5,2,3,2,5,1,66
1,43,1,65,1,1,2,1,66,4,77,1,3,6,1,2,2,3,1,66
1,60,1,87,60,1,1,1,66,4,4,3,3,3,2,2,3,4,1,66
0,56,1,666,6666,1,1,1,66,3,77,2,2,4,2,4,2,2,77,66
1,46,2,74,5,1,2,1,66,4,9,3,3,4,1,3,1,4,1,66
1,27,2,65,6666,1,0,6,6,4,88,2,3,4,2,2,4,2,1,66
1,50,1,666,6666,1,1,1,66,3,10,1,3,1,2,2,1,6,1,66
1,60,2,77,60,1,1,2,66,3,9,3,3,6,1,3,1,1,2,66
0,26,2,666,6666,1,2,2,66,4,5,3,3,5,3,1,3,4,4,66
0,23,2,43,6666,1,0,6,6,4,77,1,3,3,1,2,1,4,1,66
0,23,1,51,6666,1,0,6,6,1,88,1,3,3,2,3,2,4,1,66
1,24,1,55,6666,1,0,6,6,1,10,1,3,2,1,3,1,4,1,66
0,62,1,666,6666,1,0,6,66,4,4,3,2,5,2,3,2,2,4,66
0,18,1,44,6666,1,0,6,6,1,88,1,3,5,1,4,2,3,88,66
1,34,2,59,10,1,0,6,66,4,9,3,2,5,1,3,4,2,1,66
1,54,2,74,300,0,2,1,66,1,10,1,3,6,1,3,1,3,1,66
1,43,1,69,3,1,0,6,66,3,7,2,3,4,2,3,1,2,1,66
1,42,2,65,540,1,2,1,66,2,3,3,3,5,2,3,2,5,1,66
1,34,2,59,6666,0,0,6,6,4,10,3,3,5,1,3,2,1,1,66
0,28,1,666,6666,0,77,6,6,3,77,1,3,7,8,3,7,7,77,66
1,40,1,75,60,1,0,6,6,1,77,2,3,2,2,2,2,2,1,66
0,59,2,666,6666,1,3,2,4,4,4,1,3,6,2,1,2,2,4,66
1,53,1,76,2,1,2,1,1,4,8,3,2,4,2,4,4,4,1,99
1,48,1,72,420,1,0,6,6,4,77,2,3,4,2,3,4,3,1,66
1,64,2,666,6666,1,2,2,4,3,5,4,2,6,2,1,1,2,1,66
0,61,1,666,6666,1,6,2,66,4,10,2,3,5,2,2,1,2,1,66
0,51,2,666,6666,1,0,6,6,4,8,1,3,5,2,3,3,2,1,66
1,46,2,76,6666,1,1,1,1,3,6,3,3,6,2,2,5,2,1,66
1,52,2,80,20,1,2,2,66,4,9,2,2,2,1,2,1,5,3,66
0,56,1,666,6666,0,0,6,6,1,77,3,3,2,2,3,2,2,4,66
1,40,1,68,5,1,0,6,6,3,77,1,3,3,1,3,1,4,1,66
1,34,2,56,6666,1,0,6,6,1,77,1,3,2,2,3,1,5,77,66
1,55,2,77,6666,1,2,2,66,4,3,3,3,6,2,2,1,5,3,66
1,28,1,48,6666,1,0,6,66,4,9,1,3,2,1,3,1,3,1,66
1,49,2,81,45,1,2,2,66,1,10,2,3,4,3,3,3,5,1,66
1,64,1,666,6666,0,2,2,66,4,6,4,1,5,2,3,3,2,1,66
1,42,2,65,10,1,1,1,66,4,8,1,3,6,1,4,1,2,1,66
1,22,1,61,6666,1,0,6,6,4,8,1,3,2,1,3,2,2,1,66
1,62,2,666,6666,1,1,1,66,1,9,2,3,5,1,4,2,4,1,66
0,62,2,666,6666,0,2,2,66,4,6,2,3,6,2,2,1,2,1,66
1,35,2,60,45,1,0,6,66,1,10,3,3,6,4,3,2,2,1,66
0,18,2,38,6666,1,0,6,6,3,77,3,3,1,1,3,1,1,1,66
1,36,2,60,5,1,0,6,66,2,4,3,3,5,2,3,3,3,1,66
1,41,2,88,15,1,0,6,66,1,88,2,3,4,2,2,2,3,1,66
1,31,1,62,6666,1,0,6,6,4,7,3,2,2,2,2,1,3,1,66
1,54,2,666,6666,0,6,2,66,2,77,3,3,6,2,4,1,1,1,66
1,40,2,71,15,1,2,1,3,4,3,3,3,5,2,1,5,2,1,66
1,48,2,82,15,1,3,1,66,2,9,1,3,6,1,3,1,2,1,66
1,51,1,75,10,1,3,2,66,4,77,2,3,6,2,2,1,1,1,66
1,46,1,666,6666,1,0,6,66,4,3,2,3,3,2,3,6,4,1,66
0,61,2,666,6666,1,1,1,4,4,77,3,3,6,4,2,1,2,77,66
1,53,1,666,6666,1,2,1,66,3,9,3,3,2,1,4,3,1,1,66
0,24,2,42,6666,1,0,6,6,4,2,1,3,5,2,1,3,2,1,66
1,27,2,61,6666,1,0,6,6,3,77,2,3,5,1,2,3,6,2,66
0,29,2,52,6666,1,0,6,6,4,77,1,3,1,2,2,1,1,1,66
1,51,2,70,5,1,0,6,66,1,9,1,3,5,1,3,2,5,1,66
1,33,1,60,6666,1,0,6,6,4,2,2,3,5,2,3,4,2,4,66
1,35,1,59,15,1,0,6,6,1,77,1,3,2,2,3,2,4,1,66
0,24,1,46,6666,1,0,6,6,3,5,1,3,3,4,3,3,2,1,66
1,45,1,72,10,1,2,1,66,3,5,2,3,4,2,4,5,4,1,66
0,28,2,56,6666,1,0,6,6,3,4,1,3,4,2,3,1,2,4,66
0,62,1,666,6666,1,1,2,66,4,1,4,1,6,2,2,3,1,4,66
1,53,1,74,5,1,2,1,66,2,4,3,3,5,2,2,3,3,1,66
0,18,1,41,6666,1,0,6,6,4,9,1,3,4,1,3,2,4,1,66
0,60,2,666,6666,1,3,2,66,4,7,3,3,6,2,1,4,4,4,66
1,18,2,37,30,1,88,6,6,3,88,1,3,5,2,3,1,1,1,66
1,34,2,60,6666,1,0,6,6,4,7,2,3,3,2,3,2,3,1,66
1,31,2,59,2,1,0,6,66,4,6,1,3,5,2,3,2,2,1,66
1,35,2,62,74,1,1,1,66,4,5,1,3,5,2,3,2,3,1,66
1,50,1,81,2,1,2,2,66,4,6,3,2,6,2,4,3,2,1,66
0,20,2,46,6666,1,0,6,6,1,7,1,3,1,1,5,1,5,1,66
0,24,1,50,6666,1,0,6,6,1,8,1,3,1,1,3,3,5,1,66
1,61,1,666,6666,1,2,2,66,4,8,2,3,5,2,2,3,2,1,66
1,32,1,53,25,1,0,6,66,4,4,1,3,2,2,2,2,2,1,66
1,43,1,72,7,1,1,1,66,3,88,1,3,5,1,3,1,1,1,66
0,27,2,59,6666,1,0,6,6,4,77,1,3,3,1,4,1,1,1,66
0,18,2,44,6666,1,1,1,6,1,88,1,3,3,1,5,4,5,1,66
1,33,1,60,6666,1,0,6,6,4,88,2,3,5,2,4,2,2,1,66
1,61,2,666,6666,1,0,6,66,3,5,3,3,3,2,3,2,1,1,66
1,51,2,666,6666,1,1,1,66,3,4,1,3,5,2,2,2,2,1,66
0,46,2,66,30,1,1,1,66,2,7,3,2,5,2,4,2,3,1,66
0,22,2,60,6666,0,0,6,6,1,10,2,3,3,2,2,3,6,1,66
0,25,2,666,6666,1,0,6,6,4,3,1,3,2,2,4,1,6,1,66
1,47,2,69,3,1,2,1,66,3,77,2,3,3,1,2,2,4,1,66
1,56,1,77,25,1,1,1,66,3,77,2,3,3,1,3,3,5,1,66
0,63,1,84,60,1,3,2,66,3,77,2,3,6,1,2,1,1,4,66
1,28,2,56,6666,1,0,6,6,4,8,1,3,1,3,3,1,3,1,66
1,24,2,52,6666,1,0,6,6,4,6,1,3,5,1,2,1,2,1,66
1,51,2,82,10,1,0,6,6,1,5,1,3,2,1,3,5,5,1,66
0,23,1,88,7777,0,77,6,6,4,3,3,2,3,2,3,3,4,1,66
0,20,2,48,6666,1,0,6,6,1,8,1,3,1,2,3,2,1,1,66
0,65,1,666,6666,1,2,2,4,1,77,4,2,6,2,3,4,5,4,66
1,39,2,65,105,1,0,6,66,1,7,1,3,6,1,4,6,6,1,66
1,59,1,80,10,0,2,1,66,2,9,1,3,5,2,3,2,3,1,66
0,60,1,666,6666,0,0,6,6,4,1,3,2,6,4,2,6,1,4,66
0,65,2,666,6666,1,1,1,1,1,6,1,3,3,2,5,1,7,7,66
1,40,1,77,35,1,0,6,66,3,9,2,3,4,1,3,2,2,1,66
1,49,1,79,1,1,1,1,3,4,7,2,3,3,2,3,5,3,1,66
0,61,2,666,6666,1,2,2,66,2,6,1,3,4,2,3,1,3,4,66
1,29,2,57,6666,1,0,6,6,1,77,1,3,5,2,2,2,2,1,66
0,27,2,666,6666,1,0,6,6,4,6,4,1,1,4,3,1,1,1,66
0,34,2,67,10,1,0,6,66,3,7,1,3,3,1,4,2,2,1,66
1,29,1,51,6666,1,0,6,6,4,8,1,3,5,3,4,1,2,1,66
1,35,1,69,1,1,0,6,3,4,6,1,3,2,1,3,1,1,2,66
0,60,1,666,6666,0,2,1,4,4,4,4,3,6,3,3,6,1,4,66
1,57,1,84,480,1,2,2,66,4,6,2,3,3,1,2,2,3,1,66
1,31,1,52,720,1,0,6,6,4,3,2,3,5,2,1,3,3,1,66
1,63,1,666,6666,1,2,1,4,2,5,3,2,4,2,3,2,2,1,66
1,47,1,78,10,1,2,1,66,4,4,1,3,4,2,3,5,4,1,66
0,57,2,666,6666,1,2,2,66,1,6,2,3,5,3,3,3,1,1,66
1,59,1,84,240,1,0,6,1,3,2,2,3,5,2,3,3,2,1,66
1,54,2,79,120,1,2,2,66,4,77,2,3,2,2,2,3,2,1,66
1,55,2,74,5,1,2,1,66,4,8,3,3,5,1,3,4,2,1,66
1,38,2,56,5,1,2,1,66,4,9,3,3,6,1,2,4,1,1,66
1,20,1,42,6666,1,0,6,6,3,8,2,3,5,1,5,2,3,1,66
0,65,1,666,6666,1,2,2,66,3,5,3,3,5,3,1,2,1,1,66
1,45,2,77,40,1,1,1,6,1,6,1,3,5,2,2,3,5,1,66
0,64,2,666,6666,1,3,2,66,1,77,3,2,5,3,2,3,1,1,66
1,45,1,74,5,1,0,6,66,4,5,1,3,5,2,3,2,1,2,66
0,22,2,56,6666,1,0,6,6,1,77,1,3,5,1,4,2,2,8,66
1,40,1,666,6666,1,2,7,1,4,77,1,3,5,1,3,5,5,1,66
0,60,2,666,6666,0,2,2,66,4,4,4,2,4,2,2,3,2,4,66
1,30,1,61,6666,1,0,6,6,3,6,1,3,4,1,3,4,2,1,66
0,20,2,57,6666,1,0,6,6,1,3,2,3,5,2,2,2,1,1,66
1,32,1,64,6666,1,0,6,66,4,4,3,3,2,1,3,4,4,3,66
1,46,2,70,15,0,2,1,3,3,88,2,3,1,2,3,2,3,1,66
